"x","y"
"1704067200000","0"
"1715240518234","0"
"1715326918234","22.49"
"1716455569816","22.49"
"1716541969816","24.99"
"1719468903330","24.99"
"1719555303330","19.99"
"1720668144781","19.99"
"1720754544781","24.99"
"1723085504357","24.99"
"1723171904357","19.99"
"1724297129841","19.99"
"1724383529841","24.99"
"1726358400000","24.99"
