"steam Id","title","publishers","developers","tags","genres","first release date","early access exit date","price","languages","features","description"
"2698940","The Crew Motorfest","Ubisoft","Ubisoft Ivory Tower","Racing,Arcade,Multiplayer,Open World,Driving,Sandbox,Sports,Singleplayer,PvP,Online Co-Op,Co-op,3D,Psychological Horror","Racing","1713528160890","","69.99","English,French,Italian,German,Spanish - Spain,Arabic,Simplified Chinese,Traditional Chinese,Korean,Japanese,Polish,Portuguese - Brazil,Russian","Single-player,Online PvP,Online Co-op,Steam Achievements,In-App Purchases","The Crew Motorfest is an open world online racing game set on the island of O‘ahu, Hawaii. Experience the best that car culture has to offer as you compete in intense races, experience themed events, and collect hundreds of iconic cars. Enjoy the game free for five hours!"
