"steam Id","title","publishers","developers","tags","genres","first release date","early access exit date","price","languages","features","description"
"1310410","Alone in the Dark","THQ Nordic","Pieces Interactive","Psychological Horror,Lovecraftian,Horror,Action,Adventure,Noir,Cinematic,Dark,Realistic,Third Person,Detective,Female Protagonist,Mystery,Psychological,Supernatural,Survival Horror,Surreal,Thriller,Combat,Narration","Action,Adventure","1710996169251","","59.99","English,French,Italian,German,Spanish - Spain,Arabic,Portuguese - Brazil,Traditional Chinese,Simplified Chinese,Japanese,Korean,Polish,Russian,Hindi,Indonesian,Persian","Single-player,Steam Achievements,Steam Trading Cards,Steam Cloud,Family Sharing","Return to Derceto Manor in this reimagination of Alone in the Dark, a love letter to the 90’s cult classic horror game."
