"steam Id","title","publishers","developers","tags","genres","first release date","early access exit date","price","languages","features","description"
"2634890","MARVEL vs. CAPCOM Fighting Collection: Arcade Classics","CAPCOM Co., Ltd.","CAPCOM Co., Ltd.","Action,2D Fighter,Multiplayer,Singleplayer,Beat 'em up,Comic Book,Pixel Graphics,Superhero,1990's,Retro,Online Co-Op,Score Attack,Local Multiplayer,Fighting,Local Co-Op,Co-op,Arcade,Classic","Action","1726197714919","","49.99","English,French,Italian,German,Spanish - Spain,Arabic,Spanish - Latin America,Portuguese - Brazil,Polish,Russian,Simplified Chinese,Traditional Chinese,Japanese,Korean","Single-player,Online PvP,Shared/Split Screen PvP,Online Co-op,Shared/Split Screen Co-op,Steam Achievements,Steam Cloud,Remote Play Together,Family Sharing","The legendary crossover hits are back! The action-packed lineup consisting of seven unique titles, is full of heavy hitters like X-MEN VS. STREET FIGHTER, and MARVEL vs. CAPCOM 2 New Age of Heroes. The collection also includes the rare beat 'em up game, THE PUNISHER."
