"name","firstReleaseDate","copiesSold","price","revenue","avgPlaytime","reviewScore","publisherClass","publishers","developers","steamId"
"Millennia","1711425600000","74579","39.99","2593617","48.82743536484673","0","AAA","Paradox Interactive","C Prompt Games","1268590"
"吞食天地2：誕生Reborn","1708059600000","27889","0","2564045.765329797","247.81802491663507","42","Indie","Chinesegamer","Chinesegamer","2396910"
"下一站江湖Ⅱ","1713326400000","136575","24.99","2541643","19.511665507339707","72","Indie","白玉京工作室","白玉京工作室","1606180"
"Murders on the Yangtze River","1706590800000","263546","14.99","2521721","8.741685953832242","98","Indie","OMEGAMES STUDIO,NPC Entertainment","OMEGAMES STUDIO","1746030"
"ASTRA: Knights of Veda","1711944000000","164297","0","2499451","53.466529041792136","42","Indie","HYBE IM","FLINT","2484250"
"Pax Dei","1718683200000","68694","39.99","2444638","72.16802287150918","74","Indie","Mainframe Industries,New Tales","Mainframe Industries","1995520"
"The Casting of Frank Stone™","1725321600000","66513","39.99","2393869","4.813361386440544","63","AA","Behaviour Interactive Inc.","Supermassive Games","2223840"
"FOUNDRY","1714622400000","92789","29.99","2357587","32.79885347930979","0","AAA","Paradox Interactive","Channel 3 Entertainment","983870"
"New Cycle","1705554000000","101531","29.99","2331303","11.643882122540955","80","AA","Daedalic Entertainment","Core Engage","2198510"
"Killer Klowns from Outer Space: The Game","1717473600000","64651","39.99","2326854","21.61051235093216","77","Indie","IllFonic Publishing","IllFonic,Teravision Games","1556100"
"TopSpin 2K25","1714017600000","45456","59.99","2296610","18.101919693932217","49","Indie","2K Games","Hangar 13","1785650"
"SOUTH PARK: SNOW DAY!","1711425600000","84635","29.99","2289754","4.746114687161497","53","AA","THQ Nordic","Question","1214650"
