"x","y"
"1705622400000","0"
"1710244882055","0"
"1710331282055","59.99"
"1717674811298","59.99"
"1717761211298","47.99"
"1718907943007","47.99"
"1718994343007","59.99"
"1719476139804","59.99"
"1719562539804","47.99"
"1720676472136","47.99"
"1720762872136","59.99"
"1724654466800","59.99"
"1724740866800","35.99"
"1725861578170","35.99"
"1725947978170","59.99"
"1726358400000","59.99"
