"steam Id","title","publishers","developers","tags","genres","first release date","early access exit date","price","languages","features","description"
"2215430","Ghost of Tsushima DIRECTOR'S CUT","PlayStation Publishing LLC","Sucker Punch Productions,Nixxes Software","Action,Open World,Adventure,Story Rich,Singleplayer,Combat,Third Person,Stealth,Ninja,Action-Adventure,Action RPG,Souls-like,Atmospheric,Multiplayer,Historical,Gore,Violent,Exploration,Online Co-Op,Co-op","Action,Adventure","1715925411635","","59.99","English,French,Italian,German,Spanish - Spain,Arabic,Czech,Danish,Dutch,Finnish,Greek,Hungarian,Japanese,Korean,Norwegian,Polish,Portuguese - Brazil,Portuguese - Portugal,Russian,Simplified Chinese,Spanish - Latin America,Swedish,Thai,Traditional Chinese,Turkish,Croatian","Single-player,Online Co-op,Steam Achievements,Family Sharing","A storm is coming. Venture into the complete Ghost of Tsushima DIRECTOR’S CUT on PC; forge your own path through this open-world action adventure and uncover its hidden wonders. Brought to you by Sucker Punch Productions, Nixxes Software and PlayStation Studios."
