"x","y"
"1704067200000","29.99"
"1719474044425","29.99"
"1719560444425","19.79"
"1720673734323","19.79"
"1720760134323","29.99"
"1722486991465","29.99"
"1722573391465","14.99"
"1723697525530","14.99"
"1723783925530","29.99"
"1726358400000","29.99"
