"x","y"
"1709078400000","69.99"
"1719797689479","69.99"
"1719884089479","53.99"
"1720662964912","53.99"
"1720749364912","69.99"
"1722822764919","69.99"
"1722909164919","53.99"
"1724032603160","53.99"
"1724119003160","69.99"
"1724292013512","69.99"
"1724378413512","41.99"
"1725502200912","41.99"
"1725588600912","69.99"
"1726358400000","69.99"
