"x","y"
"1704067200000","0"
"1705655720826","0"
"1705742120826","14.39"
"1706259926169","14.39"
"1706346326169","17.99"
"1710403569181","17.99"
"1710489969181","12.59"
"1711009249573","12.59"
"1711095649573","17.99"
"1715841159703","17.99"
"1715927559703","12.59"
"1716454835631","12.59"
"1716541235631","17.99"
"1719468380362","17.99"
"1719554780362","10.79"
"1720666291351","10.79"
"1720752691351","17.99"
"1726358400000","17.99"
