"x","y"
"1704067200000","0"
"1714114707963","0"
"1714201107963","29.99"
"1715413692411","29.99"
"1715500092411","39.99"
"1717915340528","39.99"
"1718001740528","29.99"
"1719123141300","29.99"
"1719209541300","39.99"
"1719469261275","39.99"
"1719555661275","29.99"
"1720668605550","29.99"
"1720755005550","39.99"
"1721705262844","39.99"
"1721791662844","29.99"
"1722910733741","29.99"
"1722997133741","39.99"
"1726358400000","39.99"
