"x","y"
"1705968000000","59.99"
"1712232614478","59.99"
"1712319014478","50.99"
"1713445133474","50.99"
"1713531533474","59.99"
"1717417010253","59.99"
"1717503410253","44.99"
"1718623870849","44.99"
"1718710270849","59.99"
"1719477446104","59.99"
"1719563846104","39.59"
"1720679169143","39.59"
"1720765569143","59.99"
"1722491488308","59.99"
"1722577888308","29.99"
"1723702282408","29.99"
"1723788682408","59.99"
"1725261762362","59.99"
"1725348162362","49.99"
"1726358400000","49.99"
