"steam Id","title","publishers","developers","tags","genres","first release date","early access exit date","price","languages","features","description"
"2878980","NBA 2K25","2K","Visual Concepts","Sports,Basketball,Simulation,eSports,3D,Immersive Sim,Management,PvP,Character Customization,Controller,Deckbuilding,Team-Based,Trading,Co-op,Local Co-Op,Local Multiplayer,Multiplayer,Online Co-Op,Singleplayer,4 Player Local","Simulation,Sports","1725508042182","","69.99","English,French,Italian,German,Spanish - Spain,Japanese,Korean,Simplified Chinese,Traditional Chinese","Single-player,Online PvP,Shared/Split Screen PvP,Online Co-op,Shared/Split Screen Co-op,Steam Achievements,In-App Purchases,Steam Cloud,Remote Play Together,Family Sharing","Command every court with authenticity and realism Powered by ProPLAY™, giving you ultimate control over how you play in NBA 2K25. Define your legacy in MyCAREER, MyTEAM, MyNBA, and The W."
