"x","y"
"1704067200000","0"
"1708513154304","0"
"1708599554304","26.99"
"1709032512430","26.99"
"1709118912430","29.99"
"1716540164050","29.99"
"1716626564050","23.99"
"1717403485166","23.99"
"1717489885166","29.99"
"1719470298077","29.99"
"1719556698077","23.99"
"1720669843662","23.99"
"1720756243662","29.99"
"1726112575926","29.99"
"1726198975926","17.99"
"1726358400000","17.99"
