steam Id,title,publishers,developers,genre_1,genre_2,genre_3,tag game type,tag style,tag mechanics,tag perspective,date,price,copies sold,revenue,top seller rank,ccu,reviews,followers,average playtime,outstanding wishlist,positive reviews,free game,daily copies sold,daily revenue,daily reviews,daily outstanding wishlist
1840080,Homeworld 3,Gearbox Publishing,Blackbird Interactive,Simulation,Strategy,-,"RTS, Strategy, Multiplayer, Roguelike, Simulation, Roguelite","Sci-fi, Story Rich, Atmospheric","Tactical, Combat, Real-Time","3D, Isometric",2024-01-01,59.99,3996.0,215769.0,856.0,0.0,0.0,64040.0,0.0,876705.0,,False,0.0,0.0,0.0,0.0
1840080,Homeworld 3,Gearbox Publishing,Blackbird Interactive,Simulation,Strategy,-,"RTS, Strategy, Multiplayer, Roguelike, Simulation, Roguelite","Sci-fi, Story Rich, Atmospheric","Tactical, Combat, Real-Time","3D, Isometric",2024-01-02,59.99,4041.0,218164.0,913.0,0.0,0.0,64102.0,0.0,877556.0,,False,45.0,2395.0,0.0,851.0
1840080,Homeworld 3,Gearbox Publishing,Blackbird Interactive,Simulation,Strategy,-,"RTS, Strategy, Multiplayer, Roguelike, Simulation, Roguelite","Sci-fi, Story Rich, Atmospheric","Tactical, Combat, Real-Time","3D, Isometric",2024-01-03,59.99,4084.0,220504.0,966.0,0.0,0.0,64158.0,0.0,878318.0,,False,43.0,2340.0,0.0,762.0
1840080,Homeworld 3,Gearbox Publishing,Blackbird Interactive,Simulation,Strategy,-,"RTS, Strategy, Multiplayer, Roguelike, Simulation, Roguelite","Sci-fi, Story Rich, Atmospheric","Tactical, Combat, Real-Time","3D, Isometric",2024-01-04,59.99,4134.0,223191.0,825.0,0.0,0.0,64214.0,0.0,879079.0,,False,50.0,2687.0,0.0,761.0
1840080,Homeworld 3,Gearbox Publishing,Blackbird Interactive,Simulation,Strategy,-,"RTS, Strategy, Multiplayer, Roguelike, Simulation, Roguelite","Sci-fi, Story Rich, Atmospheric","Tactical, Combat, Real-Time","3D, Isometric",2024-01-05,59.99,4234.0,228574.0,537.0,0.0,0.0,64283.0,0.0,880029.0,,False,100.0,5383.0,0.0,950.0
1840080,Homeworld 3,Gearbox Publishing,Blackbird Interactive,Simulation,Strategy,-,"RTS, Strategy, Multiplayer, Roguelike, Simulation, Roguelite","Sci-fi, Story Rich, Atmospheric","Tactical, Combat, Real-Time","3D, Isometric",2024-01-06,59.99,4351.0,234937.0,436.0,0.0,0.0,64370.0,0.0,881211.0,,False,117.0,6363.0,0.0,1182.0
1840080,Homeworld 3,Gearbox Publishing,Blackbird Interactive,Simulation,Strategy,-,"RTS, Strategy, Multiplayer, Roguelike, Simulation, Roguelite","Sci-fi, Story Rich, Atmospheric","Tactical, Combat, Real-Time","3D, Isometric",2024-01-07,59.99,4477.0,241720.0,420.0,0.0,0.0,64453.0,0.0,882350.0,,False,126.0,6783.0,0.0,1139.0
1840080,Homeworld 3,Gearbox Publishing,Blackbird Interactive,Simulation,Strategy,-,"RTS, Strategy, Multiplayer, Roguelike, Simulation, Roguelite","Sci-fi, Story Rich, Atmospheric","Tactical, Combat, Real-Time","3D, Isometric",2024-01-08,59.99,4612.0,249012.0,407.0,0.0,0.0,64531.0,0.0,883426.0,,False,135.0,7292.0,0.0,1076.0
1840080,Homeworld 3,Gearbox Publishing,Blackbird Interactive,Simulation,Strategy,-,"RTS, Strategy, Multiplayer, Roguelike, Simulation, Roguelite","Sci-fi, Story Rich, Atmospheric","Tactical, Combat, Real-Time","3D, Isometric",2024-01-09,59.99,4904.0,264774.0,414.0,0.0,0.0,64595.0,0.0,884298.0,,False,292.0,15762.0,0.0,872.0
1840080,Homeworld 3,Gearbox Publishing,Blackbird Interactive,Simulation,Strategy,-,"RTS, Strategy, Multiplayer, Roguelike, Simulation, Roguelite","Sci-fi, Story Rich, Atmospheric","Tactical, Combat, Real-Time","3D, Isometric",2024-01-10,59.99,5027.0,271398.0,430.0,0.0,0.0,64663.0,0.0,885227.0,,False,123.0,6624.0,0.0,929.0
1840080,Homeworld 3,Gearbox Publishing,Blackbird Interactive,Simulation,Strategy,-,"RTS, Strategy, Multiplayer, Roguelike, Simulation, Roguelite","Sci-fi, Story Rich, Atmospheric","Tactical, Combat, Real-Time","3D, Isometric",2024-01-11,59.99,5183.0,279813.0,372.0,0.0,0.0,64757.0,0.0,886514.0,,False,156.0,8415.0,0.0,1287.0
1840080,Homeworld 3,Gearbox Publishing,Blackbird Interactive,Simulation,Strategy,-,"RTS, Strategy, Multiplayer, Roguelike, Simulation, Roguelite","Sci-fi, Story Rich, Atmospheric","Tactical, Combat, Real-Time","3D, Isometric",2024-01-12,59.99,5349.0,288770.0,358.0,0.0,0.0,64874.0,0.0,888123.0,,False,166.0,8957.0,0.0,1609.0
1840080,Homeworld 3,Gearbox Publishing,Blackbird Interactive,Simulation,Strategy,-,"RTS, Strategy, Multiplayer, Roguelike, Simulation, Roguelite","Sci-fi, Story Rich, Atmospheric","Tactical, Combat, Real-Time","3D, Isometric",2024-01-13,59.99,5477.0,295718.0,426.0,0.0,0.0,64994.0,0.0,889764.0,,False,128.0,6948.0,0.0,1641.0
1840080,Homeworld 3,Gearbox Publishing,Blackbird Interactive,Simulation,Strategy,-,"RTS, Strategy, Multiplayer, Roguelike, Simulation, Roguelite","Sci-fi, Story Rich, Atmospheric","Tactical, Combat, Real-Time","3D, Isometric",2024-01-14,59.99,5617.0,303284.0,403.0,0.0,0.0,65121.0,0.0,891501.0,,False,140.0,7566.0,0.0,1737.0
1840080,Homeworld 3,Gearbox Publishing,Blackbird Interactive,Simulation,Strategy,-,"RTS, Strategy, Multiplayer, Roguelike, Simulation, Roguelite","Sci-fi, Story Rich, Atmospheric","Tactical, Combat, Real-Time","3D, Isometric",2024-01-15,59.99,5777.0,311878.0,367.0,0.0,0.0,65261.0,0.0,893419.0,,False,160.0,8594.0,0.0,1918.0
1840080,Homeworld 3,Gearbox Publishing,Blackbird Interactive,Simulation,Strategy,-,"RTS, Strategy, Multiplayer, Roguelike, Simulation, Roguelite","Sci-fi, Story Rich, Atmospheric","Tactical, Combat, Real-Time","3D, Isometric",2024-01-16,59.99,5947.0,321096.0,350.0,0.0,0.0,65384.0,0.0,895096.0,,False,170.0,9218.0,0.0,1677.0
1840080,Homeworld 3,Gearbox Publishing,Blackbird Interactive,Simulation,Strategy,-,"RTS, Strategy, Multiplayer, Roguelike, Simulation, Roguelite","Sci-fi, Story Rich, Atmospheric","Tactical, Combat, Real-Time","3D, Isometric",2024-01-17,59.99,6132.0,331071.0,333.0,0.0,0.0,65493.0,0.0,896585.0,,False,185.0,9975.0,0.0,1489.0
1840080,Homeworld 3,Gearbox Publishing,Blackbird Interactive,Simulation,Strategy,-,"RTS, Strategy, Multiplayer, Roguelike, Simulation, Roguelite","Sci-fi, Story Rich, Atmospheric","Tactical, Combat, Real-Time","3D, Isometric",2024-01-18,59.99,6295.0,339895.0,361.0,0.0,0.0,65591.0,0.0,897935.0,,False,163.0,8824.0,0.0,1350.0
1840080,Homeworld 3,Gearbox Publishing,Blackbird Interactive,Simulation,Strategy,-,"RTS, Strategy, Multiplayer, Roguelike, Simulation, Roguelite","Sci-fi, Story Rich, Atmospheric","Tactical, Combat, Real-Time","3D, Isometric",2024-01-19,59.99,6445.0,347985.0,381.0,0.0,0.0,65671.0,0.0,899032.0,,False,150.0,8090.0,0.0,1097.0
1840080,Homeworld 3,Gearbox Publishing,Blackbird Interactive,Simulation,Strategy,-,"RTS, Strategy, Multiplayer, Roguelike, Simulation, Roguelite","Sci-fi, Story Rich, Atmospheric","Tactical, Combat, Real-Time","3D, Isometric",2024-01-20,59.99,6780.0,366040.0,375.0,0.0,0.0,65775.0,0.0,900447.0,,False,335.0,18055.0,0.0,1415.0
1840080,Homeworld 3,Gearbox Publishing,Blackbird Interactive,Simulation,Strategy,-,"RTS, Strategy, Multiplayer, Roguelike, Simulation, Roguelite","Sci-fi, Story Rich, Atmospheric","Tactical, Combat, Real-Time","3D, Isometric",2024-01-21,59.99,6877.0,371296.0,394.0,0.0,0.0,65880.0,0.0,901894.0,,False,97.0,5256.0,0.0,1447.0
1840080,Homeworld 3,Gearbox Publishing,Blackbird Interactive,Simulation,Strategy,-,"RTS, Strategy, Multiplayer, Roguelike, Simulation, Roguelite","Sci-fi, Story Rich, Atmospheric","Tactical, Combat, Real-Time","3D, Isometric",2024-01-22,59.99,6953.0,375386.0,381.0,0.0,0.0,65978.0,0.0,903227.0,,False,76.0,4090.0,0.0,1333.0
1840080,Homeworld 3,Gearbox Publishing,Blackbird Interactive,Simulation,Strategy,-,"RTS, Strategy, Multiplayer, Roguelike, Simulation, Roguelite","Sci-fi, Story Rich, Atmospheric","Tactical, Combat, Real-Time","3D, Isometric",2024-01-23,59.99,7066.0,381515.0,400.0,0.0,0.0,66053.0,0.0,904254.0,,False,113.0,6129.0,0.0,1027.0
1840080,Homeworld 3,Gearbox Publishing,Blackbird Interactive,Simulation,Strategy,-,"RTS, Strategy, Multiplayer, Roguelike, Simulation, Roguelite","Sci-fi, Story Rich, Atmospheric","Tactical, Combat, Real-Time","3D, Isometric",2024-01-24,59.99,7212.0,389397.0,387.0,0.0,0.0,66115.0,0.0,905109.0,,False,146.0,7882.0,0.0,855.0
1840080,Homeworld 3,Gearbox Publishing,Blackbird Interactive,Simulation,Strategy,-,"RTS, Strategy, Multiplayer, Roguelike, Simulation, Roguelite","Sci-fi, Story Rich, Atmospheric","Tactical, Combat, Real-Time","3D, Isometric",2024-01-25,59.99,7349.0,396799.0,398.0,0.0,0.0,66170.0,0.0,905855.0,,False,137.0,7402.0,0.0,746.0
1840080,Homeworld 3,Gearbox Publishing,Blackbird Interactive,Simulation,Strategy,-,"RTS, Strategy, Multiplayer, Roguelike, Simulation, Roguelite","Sci-fi, Story Rich, Atmospheric","Tactical, Combat, Real-Time","3D, Isometric",2024-01-26,59.99,7511.0,405500.0,367.0,0.0,0.0,66234.0,0.0,906731.0,,False,162.0,8701.0,0.0,876.0
1840080,Homeworld 3,Gearbox Publishing,Blackbird Interactive,Simulation,Strategy,-,"RTS, Strategy, Multiplayer, Roguelike, Simulation, Roguelite","Sci-fi, Story Rich, Atmospheric","Tactical, Combat, Real-Time","3D, Isometric",2024-01-27,59.99,7659.0,413529.0,385.0,0.0,0.0,66303.0,0.0,907683.0,,False,148.0,8029.0,0.0,952.0
1840080,Homeworld 3,Gearbox Publishing,Blackbird Interactive,Simulation,Strategy,-,"RTS, Strategy, Multiplayer, Roguelike, Simulation, Roguelite","Sci-fi, Story Rich, Atmospheric","Tactical, Combat, Real-Time","3D, Isometric",2024-01-28,59.99,7822.0,422295.0,364.0,0.0,0.0,66379.0,0.0,908716.0,,False,163.0,8766.0,0.0,1033.0
1840080,Homeworld 3,Gearbox Publishing,Blackbird Interactive,Simulation,Strategy,-,"RTS, Strategy, Multiplayer, Roguelike, Simulation, Roguelite","Sci-fi, Story Rich, Atmospheric","Tactical, Combat, Real-Time","3D, Isometric",2024-01-29,59.99,7978.0,430746.0,374.0,0.0,0.0,66450.0,0.0,909687.0,,False,156.0,8451.0,0.0,971.0
1840080,Homeworld 3,Gearbox Publishing,Blackbird Interactive,Simulation,Strategy,-,"RTS, Strategy, Multiplayer, Roguelike, Simulation, Roguelite","Sci-fi, Story Rich, Atmospheric","Tactical, Combat, Real-Time","3D, Isometric",2024-01-30,59.99,8134.0,439180.0,371.0,0.0,0.0,66515.0,0.0,910586.0,,False,156.0,8434.0,0.0,899.0
1840080,Homeworld 3,Gearbox Publishing,Blackbird Interactive,Simulation,Strategy,-,"RTS, Strategy, Multiplayer, Roguelike, Simulation, Roguelite","Sci-fi, Story Rich, Atmospheric","Tactical, Combat, Real-Time","3D, Isometric",2024-01-31,59.99,8322.0,449336.0,328.0,0.0,0.0,66576.0,0.0,911422.0,,False,188.0,10156.0,0.0,836.0
1840080,Homeworld 3,Gearbox Publishing,Blackbird Interactive,Simulation,Strategy,-,"RTS, Strategy, Multiplayer, Roguelike, Simulation, Roguelite","Sci-fi, Story Rich, Atmospheric","Tactical, Combat, Real-Time","3D, Isometric",2024-02-01,59.99,8532.0,460655.0,303.0,0.0,0.0,66648.0,0.0,912397.0,,False,210.0,11319.0,0.0,975.0
1840080,Homeworld 3,Gearbox Publishing,Blackbird Interactive,Simulation,Strategy,-,"RTS, Strategy, Multiplayer, Roguelike, Simulation, Roguelite","Sci-fi, Story Rich, Atmospheric","Tactical, Combat, Real-Time","3D, Isometric",2024-02-02,59.99,8714.0,470490.0,339.0,0.0,0.0,66713.0,0.0,913287.0,,False,182.0,9835.0,0.0,890.0
1840080,Homeworld 3,Gearbox Publishing,Blackbird Interactive,Simulation,Strategy,-,"RTS, Strategy, Multiplayer, Roguelike, Simulation, Roguelite","Sci-fi, Story Rich, Atmospheric","Tactical, Combat, Real-Time","3D, Isometric",2024-02-03,59.99,8887.0,479831.0,349.0,0.0,0.0,66793.0,0.0,914384.0,,False,173.0,9341.0,0.0,1097.0
1840080,Homeworld 3,Gearbox Publishing,Blackbird Interactive,Simulation,Strategy,-,"RTS, Strategy, Multiplayer, Roguelike, Simulation, Roguelite","Sci-fi, Story Rich, Atmospheric","Tactical, Combat, Real-Time","3D, Isometric",2024-02-04,59.99,9081.0,490274.0,323.0,0.0,0.0,66889.0,0.0,915697.0,,False,194.0,10443.0,0.0,1313.0
1840080,Homeworld 3,Gearbox Publishing,Blackbird Interactive,Simulation,Strategy,-,"RTS, Strategy, Multiplayer, Roguelike, Simulation, Roguelite","Sci-fi, Story Rich, Atmospheric","Tactical, Combat, Real-Time","3D, Isometric",2024-02-05,59.99,9567.0,516551.0,163.0,0.0,0.0,67327.0,0.0,921697.0,,False,486.0,26277.0,0.0,6000.0
1840080,Homeworld 3,Gearbox Publishing,Blackbird Interactive,Simulation,Strategy,-,"RTS, Strategy, Multiplayer, Roguelike, Simulation, Roguelite","Sci-fi, Story Rich, Atmospheric","Tactical, Combat, Real-Time","3D, Isometric",2024-02-06,59.99,10170.0,549083.0,97.0,0.0,0.0,68124.0,0.0,932605.0,,False,603.0,32532.0,0.0,10908.0
