"steam Id","title","publishers","developers","tags","genres","first release date","early access exit date","price","languages","features","description"
"1373960","INDIKA","11 bit studios","Odd Meter","Surreal,Puzzle,Third Person,Horror,Story Rich,Psychedelic,Exploration,Dark,Psychological,Narration,Mature,Cinematic,Mystery,Adventure,Female Protagonist,Linear,Singleplayer,Walking Simulator,Conversation,Atmospheric","Adventure","1714719404662","","24.99","English,French,German,Spanish - Spain,Russian,Japanese,Polish,Portuguese - Brazil,Simplified Chinese,Traditional Chinese,Ukrainian","Single-player,Family Sharing","Play a third-person, story-driven game set in alternative Russia at the turn of the XIX century where religious visions clash with harsh reality. INDIKA tells the story of a young nun who sets off on a journey of self-discovery with the most unusual companion by her side, the devil himself."
