"x","y"
"1704067200000","0"
"1714633004662","0"
"1714719404662","22.49"
"1715840598564","22.49"
"1715926998564","24.99"
"1718893955309","24.99"
"1718980355309","19.99"
"1720665735542","19.99"
"1720752135542","24.99"
"1722825369402","24.99"
"1722911769402","19.99"
"1724035366585","19.99"
"1724121766585","24.99"
"1726358400000","24.99"
