"x","y"
"1704067200000","0"
"1707986666972","0"
"1708073066972","19.49"
"1708852246782","19.49"
"1708938646782","29.99"
"1711607731762","29.99"
"1711694131762","14.99"
"1712816247167","14.99"
"1712902647167","29.99"
"1718778269417","29.99"
"1718864669417","11.99"
"1720664269465","11.99"
"1720750669465","29.99"
"1726358400000","29.99"
