"steam Id","title","publishers","developers","tags","genres","first release date","early access exit date","price","languages","features","description"
"850190","Goat Simulator 3","Coffee Stain Publishing","Coffee Stain North","Exploration,Physics,Sandbox,Open World,Character Customization,Simulation,3D,Action-Adventure,Casual,Cartoony,Comedy,Colorful,Adventure,Family Friendly,Co-op,Multiplayer,Local Co-Op,Online Co-Op,Singleplayer,Local Multiplayer","Adventure,Casual,Simulation","1708073066972","","29.99","English,French,Italian,German,Spanish - Spain,Japanese,Korean,Polish,Portuguese - Brazil,Russian,Simplified Chinese,Traditional Chinese","Single-player,Online Co-op,Shared/Split Screen Co-op,Steam Achievements,Steam Trading Cards,Captions available,Steam Cloud,Family Sharing","Pilgor's baaack! Gather your herd and venture forth into Goat Simulator 3; an all-new (at least on Steam), totally realistic, sandbox farmyard experience. Invite up to three friends in local or online co-op, create carnage as a team, or compete in mini-games and then not be friends anymore."
