"x","y"
"1704067200000","0"
"1718882876575","0"
"1718969276575","22.49"
"1720658846393","22.49"
"1720745246393","24.99"
"1724114275172","24.99"
"1724200675172","19.99"
"1725322947679","19.99"
"1725409347679","24.99"
"1726358400000","24.99"
