"x","y"
"1704067200000","0"
"1717735026102","0"
"1717821426102","29.98"
"1718341472413","29.98"
"1718427872413","33.32"
"1721005105443","33.32"
"1721091505443","26.65"
"1721609694239","26.65"
"1721696094239","33.32"
"1724288329730","33.32"
"1724374729730","26.65"
"1724547632586","26.65"
"1724634032586","33.32"
"1726358400000","33.32"
