"x","y"
"1704067200000","49.99"
"1719476567405","49.99"
"1719562967405","24.99"
"1720677003670","24.99"
"1720763403670","49.99"
"1721023035954","49.99"
"1721109435954","24.99"
"1722232218134","24.99"
"1722318618134","49.99"
"1726033099576","49.99"
"1726119499576","24.99"
"1726358400000","24.99"
